,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
1855,"[{'preferredName': 'Chi-Yin Chow', 'normalizedName': 'C. -Y. Chow', 'firstName': 'Chi-Yin', 'lastName': 'Chow', 'searchablePreferredName': 'Chi-Yin Chow', 'id': 37277379200}, {'preferredName': 'Mohamed F. Mokbel', 'normalizedName': 'M. F. Mokbel', 'firstName': 'Mohamed F.', 'lastName': 'Mokbel', 'searchablePreferredName': 'Mohamed F. Mokbel', 'id': 37276652500}, {'preferredName': 'Hong Va Leong', 'normalizedName': 'H. V. Leong', 'firstName': 'Hong Va', 'lastName': 'Leong', 'searchablePreferredName': 'Hong Va Leong', 'id': 37267272100}]",7755,Oct. 2011,5770262,On Efficient and Scalable Support of Continuous Queries in Mobile Peer-to-Peer Environments,880,"In this paper, we propose an efficient and scalable [::query::] processing framework for continuous spatial [::queries::] (range and k-nearest-neighbor [::queries::]) in mobile peer-to-peer (P2P) environments, where no fixed communication infrastructure or centralized/distributed servers are available. Due to the limitations in mobile P2P environments, for example, user mobility, limited battery p...",Journals,"['UKR', 'USA', 'CHN']",ENGI
1856,"[{'preferredName': 'Detian Zhang', 'normalizedName': 'D. Zhang', 'firstName': 'Detian', 'lastName': 'Zhang', 'searchablePreferredName': 'Detian Zhang', 'id': 37085809498}, {'preferredName': 'Yuan Liu', 'normalizedName': 'Y. Liu', 'firstName': 'Yuan', 'lastName': 'Liu', 'searchablePreferredName': 'Yuan Liu', 'id': 37675722700}, {'preferredName': 'An Liu', 'normalizedName': 'A. Liu', 'firstName': 'An', 'lastName': 'Liu', 'searchablePreferredName': 'An Liu', 'id': 37085381350}, {'preferredName': 'Xudong Mao', 'normalizedName': 'X. Mao', 'firstName': 'Xudong', 'lastName': 'Mao', 'searchablePreferredName': 'Xudong Mao', 'id': 37086099586}, {'preferredName': 'Qing Li', 'normalizedName': 'Q. Li', 'firstName': 'Qing', 'lastName': 'Li', 'searchablePreferredName': 'Qing Li', 'id': 37277887900}]",6287639,2017,7973140,Efficient Path Query Processing Through Cloud-Based Mapping Services,1241,"Shortest path [::queries::] have been widely used in location-based services (LBSs). To calculate the shortest path from an origin to a destination, an LBS provider usually needs to know the map data of the underlying road network, which can be rather costly especially if such data need to be kept continuously and up to date. A cost-effective way is that LBS providers outsource the shortest path [...",Journals,"['CHN', 'CHN', 'CHN', None, 'HKG']",ENGI
1857,"[{'preferredName': 'Detian Zhang', 'normalizedName': 'D. Zhang', 'firstName': 'Detian', 'lastName': 'Zhang', 'searchablePreferredName': 'Detian Zhang', 'id': 37085809498}, {'preferredName': 'Chi-Yin Chow', 'normalizedName': 'C. -Y. Chow', 'firstName': 'Chi-Yin', 'lastName': 'Chow', 'searchablePreferredName': 'Chi-Yin Chow', 'id': 37277379200}, {'preferredName': 'Qing Li', 'normalizedName': 'Q. Li', 'firstName': 'Qing', 'lastName': 'Li', 'searchablePreferredName': 'Qing Li', 'id': 37277887900}, {'preferredName': 'Xinming Zhang', 'normalizedName': 'X. Zhang', 'firstName': 'Xinming', 'lastName': 'Zhang', 'searchablePreferredName': 'Xinming Zhang', 'id': 37291967200}, {'preferredName': 'Yinlong Xu', 'normalizedName': 'Y. Xu', 'firstName': 'Yinlong', 'lastName': 'Xu', 'searchablePreferredName': 'Yinlong Xu', 'id': 37291024000}]",12,1 Aug. 2016,7286782,A Spatial Mashup Service for Efficient Evaluation of Concurrent  $k$ -NN Queries,326,"Although the travel time is the most important information in road networks, many spatial [::queries::], e.g., $k$ -nearest-neighbor ( $k$ -NN) and range [::queries::], for location-based services (LBS) are only based on the network distance. This is because it is costly for an LBS provider to collect real-time traffic data from vehicles or roadside sensors to compute the travel time between two l...",Journals,"['CHN', 'UKR', 'HKG', 'CHN', 'CHN']",ENGI
1858,"[{'preferredName': 'Kaiyu Li', 'normalizedName': 'K. Li', 'firstName': 'Kaiyu', 'lastName': 'Li', 'searchablePreferredName': 'Kaiyu Li', 'id': 37087085507}, {'preferredName': 'Yong Zhang', 'normalizedName': 'Y. Zhang', 'firstName': 'Yong', 'lastName': 'Zhang', 'searchablePreferredName': 'Yong Zhang', 'id': 37599047700}, {'preferredName': 'Guoliang Li', 'normalizedName': 'G. Li', 'firstName': 'Guoliang', 'lastName': 'Li', 'searchablePreferredName': 'Guoliang Li', 'id': 37405540900}, {'preferredName': 'Wenbo Tao', 'normalizedName': 'W. Tao', 'firstName': 'Wenbo', 'lastName': 'Tao', 'searchablePreferredName': 'Wenbo Tao', 'id': 37086512792}, {'preferredName': 'Ying Yan', 'normalizedName': 'Y. Yan', 'firstName': 'Ying', 'lastName': 'Yan', 'searchablePreferredName': 'Ying Yan', 'id': 37087084492}]",69,1 Dec. 2019,8502096,Bounded Approximate Query Processing,621,"OLAP is a core functionality in database systems and the performance is crucial to enable on-time decisions. However, OLAP [::queries::] are rather time consuming, especially on large datasets, and traditional exact solutions usually cannot meet the high-performance requirement. Recently, approximate [::query::] processing (AQP) has been proposed to enable approximate OLAP. However, existing AQP m...",Journals,"['CHN', 'CHN', 'CHN', None, 'CHN']",ENGI
1859,"[{'preferredName': 'Bin Dong', 'normalizedName': 'B. Dong', 'firstName': 'Bin', 'lastName': 'Dong', 'searchablePreferredName': 'Bin Dong', 'id': 37085483889}, {'preferredName': 'Surendra Byna', 'normalizedName': 'S. Byna', 'firstName': 'Surendra', 'lastName': 'Byna', 'searchablePreferredName': 'Surendra Byna', 'id': 37085862825}, {'preferredName': 'Kesheng Wu', 'normalizedName': 'K. Wu', 'firstName': 'Kesheng', 'lastName': 'Wu', 'searchablePreferredName': 'Kesheng Wu', 'id': 38276188200}]",6957006,22-26 Sept. 2014,6968765,Parallel query evaluation as a Scientific Data Service,157,"Scientific experiments and simulations produce mountains of data in file formats, such as HDF5, NetCDF, and FITS. Often, a relatively small amount of data holds the key to new scientific insight. Locating that critical information in these large files is challenging because existing solutions need significant user involvement in preparing the data, generating indexes, and answering [::queries::]. ...",Conferences,"['USA', None, 'USA']",ENGI
1860,"[{'preferredName': 'Daphne Miedema', 'normalizedName': 'D. Miedema', 'firstName': 'Daphne', 'lastName': 'Miedema', 'searchablePreferredName': 'Daphne Miedema', 'id': 37089009665}, {'preferredName': 'George Fletcher', 'normalizedName': 'G. Fletcher', 'firstName': 'George', 'lastName': 'Fletcher', 'searchablePreferredName': 'George Fletcher', 'id': 37561269400}]",9575169,10-13 Oct. 2021,9576431,SQLVis: Visual Query Representations for Supporting SQL Learners,378,"SQL is a typical [::query::] language for performing data analytics. Although its usage is ubiquitous, learners experience that [::query::] formulation in SQL is error-prone and time-consuming. Prior research has shown that this is due to low expressive ease, extensive training requirements and high cognitive load, all of which present a significant burden for SQL learners. Visual representations ...",Conferences,"['NLD', 'NLD']",ENGI
1861,"[{'preferredName': 'Jiping Wang', 'normalizedName': 'J. Wang', 'firstName': 'Jiping', 'lastName': 'Wang', 'searchablePreferredName': 'Jiping Wang', 'id': 37085577741}, {'preferredName': 'Kai Zheng', 'normalizedName': 'K. Zheng', 'firstName': 'Kai', 'lastName': 'Zheng', 'searchablePreferredName': 'Kai Zheng', 'id': 38252427300}, {'preferredName': 'Hoyoung Jeung', 'normalizedName': 'H. Jeung', 'firstName': 'Hoyoung', 'lastName': 'Jeung', 'searchablePreferredName': 'Hoyoung Jeung', 'id': 37542341200}, {'preferredName': 'Haozhou Wang', 'normalizedName': 'H. Wang', 'firstName': 'Haozhou', 'lastName': 'Wang', 'searchablePreferredName': 'Haozhou Wang', 'id': 37085576025}, {'preferredName': 'Bolong Zheng', 'normalizedName': 'B. Zheng', 'firstName': 'Bolong', 'lastName': 'Zheng', 'searchablePreferredName': 'Bolong Zheng', 'id': 37085364043}, {'preferredName': 'Xiaofang Zhou', 'normalizedName': 'X. Zhou', 'firstName': 'Xiaofang', 'lastName': 'Zhou', 'searchablePreferredName': 'Xiaofang Zhou', 'id': 37280490500}]",6909392,14-18 July 2014,6916899,Cost-Efficient Spatial Network Partitioning for Distance-Based Query Processing,280,"The efficiency of spatial [::query::] processing is crucial for many applications such as location-based services. In spatial networks, [::queries::] like k-NN [::queries::] are all based on network distance evaluation. Classic solutions for these [::queries::] rely on network expansion and are not efficient enough for large networks. Some approaches have improved the [::query::] efficiency but br...",Conferences,"[None, 'CHN', 'AUS', None, 'CHN', 'CHN']",ENGI
1862,"[{'preferredName': 'Qi Song', 'normalizedName': 'Q. Song', 'firstName': 'Qi', 'lastName': 'Song', 'searchablePreferredName': 'Qi Song', 'id': 37086090947}, {'preferredName': 'Mohammad Hossein Namaki', 'normalizedName': 'M. H. Namaki', 'firstName': 'Mohammad Hossein', 'lastName': 'Namaki', 'searchablePreferredName': 'Mohammad Hossein Namaki', 'id': 37085994122}, {'preferredName': 'Peng Lin', 'normalizedName': 'P. Lin', 'firstName': 'Peng', 'lastName': 'Lin', 'searchablePreferredName': 'Peng Lin', 'id': 37086315053}, {'preferredName': 'Yinghui Wu', 'normalizedName': 'Y. Wu', 'firstName': 'Yinghui', 'lastName': 'Wu', 'searchablePreferredName': 'Yinghui Wu', 'id': 38067730700}]",69,1 Oct. 2022,9302877,Answering Why-Questions for Subgraph Queries,317,"Subgraph [::queries::] are routinely used to search for entities in richly attributed graphs e.g., social networks and knowledge graphs. With little knowledge of underlying data, users often need to rewrite [::queries::] multiple times to reach desirable answers. Why-questions are studied to clarify missing or unexpected [::query::] results. This paper makes a first step to answer Why-questions fo...",Journals,"['CHN', 'USA', 'USA', 'USA']",ENGI
1863,"[{'preferredName': 'Hongwu Qin', 'normalizedName': 'H. Qin', 'firstName': 'Hongwu', 'lastName': 'Qin', 'searchablePreferredName': 'Hongwu Qin', 'id': 38194787000}, {'preferredName': 'Ying Si', 'normalizedName': 'Y. Si', 'firstName': 'Ying', 'lastName': 'Si', 'searchablePreferredName': 'Ying Si', 'id': 37089789107}, {'preferredName': 'Chao Xue', 'normalizedName': 'C. Xue', 'firstName': 'Chao', 'lastName': 'Xue', 'searchablePreferredName': 'Chao Xue', 'id': 37089789291}, {'preferredName': 'Xiaohong Li', 'normalizedName': 'X. Li', 'firstName': 'Xiaohong', 'lastName': 'Li', 'searchablePreferredName': 'Xiaohong Li', 'id': 37089791086}, {'preferredName': 'Zhenxin Jiang', 'normalizedName': 'Z. Jiang', 'firstName': 'Zhenxin', 'lastName': 'Jiang', 'searchablePreferredName': 'Zhenxin Jiang', 'id': 37089789111}]",10081934,24-26 Feb. 2023,10082162,A Query Optimization Method for Blockchain-Based Traceability System,207,"Blockchain has been widely applied in many fields such as traceability systems and supply chain management due to its characteristics of traceability and non-tamperability. Compared with other application scenarios, the [::query::] requirements in the traceability scenario are more complex. The use of traditional blockchain [::query::] methods in traceability applications suffers from problems suc...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN']",ENGI
1864,"[{'preferredName': 'Megan Monroe', 'normalizedName': 'M. Monroe', 'firstName': 'Megan', 'lastName': 'Monroe', 'searchablePreferredName': 'Megan Monroe', 'id': 37077104400}, {'preferredName': 'Amol Deshpande', 'normalizedName': 'A. Deshpande', 'firstName': 'Amol', 'lastName': 'Deshpande', 'searchablePreferredName': 'Amol Deshpande', 'id': 37292234900}]",6732242,7-10 Dec. 2013,6754035,An Integer Programming Approach to Temporal Pattern Matching Queries,68,"Around the globe, an increasing number of our actions and activities are being recorded and stored as categorized, time stamped events. This type of data, which comprises electronic health records, shipment tracking data, and process logs, is well-suited to the tabular structure of standard database relations. The difficulty, however, is that temporal pattern matching [::queries::] (one of the mos...",Conferences,"[None, None]",ENGI
1865,"[{'preferredName': 'Bagus Jati Santoso', 'normalizedName': 'B. J. Santoso', 'firstName': 'Bagus Jati', 'lastName': 'Santoso', 'searchablePreferredName': 'Bagus Jati Santoso', 'id': 37086303625}, {'preferredName': 'Dwi Prasetya Armunanta', 'normalizedName': 'D. P. Armunanta', 'firstName': 'Dwi Prasetya', 'lastName': 'Armunanta', 'searchablePreferredName': 'Dwi Prasetya Armunanta', 'id': 37090088507}, {'preferredName': 'Baskoro Adi Pratomo', 'normalizedName': 'B. A. Pratomo', 'firstName': 'Baskoro Adi', 'lastName': 'Pratomo', 'searchablePreferredName': 'Baskoro Adi Pratomo', 'id': 37085592549}, {'preferredName': 'Hudan Studiawan', 'normalizedName': 'H. Studiawan', 'firstName': 'Hudan', 'lastName': 'Studiawan', 'searchablePreferredName': 'Hudan Studiawan', 'id': 37085341246}]",10317071,31 Oct.-3 Nov. 2023,10317573,Efficient Dictionary and Grid-Based Framework for Answering Durable k-Nearest Neighbor Queries on Time Series Data,22,"With the massive amount of data generated, a data engineering method is needed to process the data to obtain new information, which can later be used for further understanding and business decisions. One of the data processing methods is the k-nearest neighbor (k-NN) [::query::]. The k-NN [::queries::] aim to identify k-objects with the shortest distance based on object references over the network...",Conferences,"['IDN', 'IDN', 'IDN', 'IDN']",ENGI
1866,"[{'preferredName': 'Haoyuan Guan', 'normalizedName': 'H. Guan', 'firstName': 'Haoyuan', 'lastName': 'Guan', 'searchablePreferredName': 'Haoyuan Guan', 'id': 37086523271}, {'preferredName': 'Bin Zhu', 'normalizedName': 'B. Zhu', 'firstName': 'Bin', 'lastName': 'Zhu', 'searchablePreferredName': 'Bin Zhu', 'id': 37086230049}, {'preferredName': 'Guanyu Li', 'normalizedName': 'G. Li', 'firstName': 'Guanyu', 'lastName': 'Li', 'searchablePreferredName': 'Guanyu Li', 'id': 37405542600}, {'preferredName': 'Yongjia Cai', 'normalizedName': 'Y. Cai', 'firstName': 'Yongjia', 'lastName': 'Cai', 'searchablePreferredName': 'Yongjia Cai', 'id': 37086522650}]",8529148,25-26 Aug. 2018,8530327,Efficient SPARQL Query Processing Based on Adjacent-Predicate Structure Index,76,"RDF is the standard data model for the Semantic Web, SPARQL is the standard [::query::] language for RDF data. In recent years, a large amount of RDF data has been released, SPARQL [::query::] processing has become a research hotspot. However, the existing methods such as RP-filter and R3F still have some problems due to the complexity of RDF [::query::] graph, the index rely excessively on one-wa...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN']",ENGI
